n,k,comparisons,swaps
25900,12950,84828,60442
25900,12950,85654,60800
25900,12950,78955,56184
25900,12950,83332,59237
25900,12950,81985,58377
25900,12950,82727,59021
25900,12950,85010,60519
25900,12950,84813,60342
25900,12950,82677,58920
25900,12950,83122,59198
25900,12950,83030,59395
25900,12950,85355,60712
25900,12950,42241,30024
25900,12950,82837,59115
25900,12950,83430,59394
25900,12950,84619,60165
25900,12950,85147,60537
25900,12950,82334,58595
25900,12950,76359,54336
25900,12950,82560,58762
25900,12950,82726,59058
25900,12950,82414,58542
25900,12950,83977,59663
25900,12950,85495,60829
25900,12950,83009,59081
25900,12950,83091,58966
25900,12950,84307,60122
25900,12950,82932,59233
25900,12950,84099,59802
25900,25900,83659,59963
25900,25900,83834,60159
25900,25900,83808,59976
25900,25900,83294,59592
25900,25900,82990,59557
25900,25900,83239,59825
25900,25900,82282,58862
25900,25900,83241,59738
25900,25900,83216,59567
25900,25900,83337,59838
25900,25900,83522,59710
25900,25900,83463,59948
25900,25900,83196,59462
25900,25900,83881,60136
25900,25900,83913,59966
25900,25900,82727,59473
25900,25900,84495,60501
25900,25900,83889,60011
25900,25900,82329,58975
25900,25900,82931,59388
25900,25900,83691,59954
25900,25900,83321,59782
25900,25900,83954,60161
25900,25900,83793,60019
25900,25900,82434,59029
25900,25900,83671,60076
25900,25900,82051,58696
25900,25900,83169,59526
25900,25900,83493,59802
25900,25900,83697,60006
25900,25900,84302,60448
25900,25900,82365,58877
25900,25900,83124,59449
25900,25900,83242,59674
25900,25900,83774,60060
25900,25900,83171,59437
25900,25900,83135,59605
25900,25900,83214,59292
25900,25900,83395,59865
25900,25900,82320,58826
25900,25900,83815,60175
25900,25900,83658,59970
25900,25900,83315,60068
25900,25900,84288,60304
25900,25900,82761,59396
25900,25900,79240,56587
25900,25900,81574,58550
25900,25900,83484,59614
25900,25900,83208,59678
25900,25900,83791,60028
26000,1,82729,58647
26000,1,82966,58902
26000,1,83357,59321
26000,1,82556,58442
26000,1,82224,58103
26000,1,82807,58565
26000,1,82514,58263
26000,1,82976,58797
26000,1,83123,58929
26000,1,82177,57971
26000,1,80789,57036
26000,1,81800,57748
26000,1,82354,57983
26000,1,82826,58685
26000,1,82480,58393
26000,1,82442,58382
26000,1,82516,58411
26000,1,82992,58704
26000,1,82501,58442
26000,1,82361,58055
26000,1,83013,58914
26000,1,82808,58569
26000,1,82708,58582
26000,1,82456,58287
26000,1,82601,58432
26000,1,82346,58179
26000,1,81719,57619
26000,1,82361,58165
26000,1,82539,58397
26000,1,82692,58545
26000,1,82847,58675
26000,1,81937,58064
26000,1,82044,57901
26000,1,82114,57939
26000,1,82762,58692
26000,1,82914,58785
26000,1,83111,58851
26000,1,82399,58206
26000,1,82691,58553
26000,1,82818,58577
26000,1,82678,58575
26000,1,82827,58587
26000,1,82390,58435
26000,1,82481,58357
26000,1,82857,58601
26000,1,83434,59201
26000,1,82395,58209
26000,1,83072,58980
26000,1,82237,58241
26000,1,82535,58508
26000,13000,41904,29684
26000,13000,83346,59579
26000,13000,83556,59498
26000,13000,83698,59848
26000,13000,85899,61130
26000,13000,86024,61228
26000,13000,83235,59295
26000,13000,82940,59249
26000,13000,82987,59241
26000,13000,83270,59342
26000,13000,83012,59118
26000,13000,82913,58958
26000,13000,84840,60434
26000,13000,83461,59389
26000,13000,82984,59140
26000,13000,83786,60003
26000,13000,84933,60587
26000,13000,84467,60240
26000,13000,84586,60231
26000,13000,84837,60574
26000,13000,83973,60079
26000,13000,84096,59928
26000,13000,85572,61019
26000,13000,84961,60628
26000,13000,83862,59723
26000,13000,83692,59542
26000,13000,85664,60994
26000,13000,83173,59256
26000,13000,83099,59145
26000,13000,84749,60448
26000,13000,85296,60616
26000,13000,83638,59747
26000,13000,86048,61250
26000,13000,86104,61235
26000,13000,83111,59233
26000,13000,85054,60542
26000,13000,84979,60463
26000,13000,82163,58444
26000,13000,85112,60598
26000,13000,83680,59551
26000,13000,83946,59698
26000,13000,84877,60488
26000,13000,83437,59673
26000,13000,83699,59687
26000,13000,84455,60017
26000,13000,86042,61180
26000,13000,83803,59898
26000,13000,83749,59534
26000,13000,42319,30035
26000,13000,84849,60445
26000,26000,84137,60268
26000,26000,83161,59390
26000,26000,83360,59642
26000,26000,83568,59978
26000,26000,83826,59997
26000,26000,83885,59920
26000,26000,83923,60055
26000,26000,84280,60260
26000,26000,84610,60572
26000,26000,83013,59281
26000,26000,83742,59866
26000,26000,83090,59539
26000,26000,83706,59903
26000,26000,84696,60634
26000,26000,83653,59974
26000,26000,83957,60060
26000,26000,84171,60412
26000,26000,83547,59940
26000,26000,83789,60028
26000,26000,83912,59957
26000,26000,84327,60554
26000,26000,82618,59211
26000,26000,84221,60327
26000,26000,82848,59070
26000,26000,83940,60109
26000,26000,83277,59652
26000,26000,84118,60128
26000,26000,83016,59488
26000,26000,84693,60651
26000,26000,84103,60446
26000,26000,83444,59901
26000,26000,83624,59980
26000,26000,83634,60027
26000,26000,83780,60087
26000,26000,83888,60158
26000,26000,84644,60418
26000,26000,81185,58166
26000,26000,78755,56267
26000,26000,84258,60387
26000,26000,83943,60265
26000,26000,79940,57156
26000,26000,84067,60455
26000,26000,83261,59802
26000,26000,83415,59683
26000,26000,83916,60208
26000,26000,83640,60094
26000,26000,83854,60100
26000,26000,83172,59534
26000,26000,80217,57344
26000,26000,84253,60249
26100,1,82564,58381
26100,1,82480,58197
26100,1,82992,58711
26100,1,82820,58504
26100,1,82733,58568
26100,1,82930,58653
26100,1,75356,53232
26100,1,83044,58668
26100,1,82728,58449
26100,1,82679,58345
26100,1,83201,58922
26100,1,82712,58479
26100,1,83058,58817
26100,1,83011,58852
26100,1,82610,58341
26100,1,83221,58920
26100,1,81159,57230
26100,1,82710,58471
26100,1,83265,59015
26100,1,82822,58560
26100,1,82992,58840
26100,1,81056,57287
26100,1,83264,59093
26100,1,82760,58531
26100,1,83012,58809
26100,1,82631,58475
26100,1,82597,58393
26100,1,82641,58388
26100,1,81249,57300
26100,1,83349,59149
26100,1,82626,58390
26100,1,83313,59016
26100,1,82418,58213
26100,1,81869,58103
26100,1,83044,58786
26100,1,83232,59031
26100,1,83086,58858
26100,1,82690,58272
26100,1,82928,58706
26100,1,83375,59077
26100,1,82847,58555
26100,1,82407,58147
26100,1,83328,59073
26100,1,83012,58826
26100,1,83369,59194
26100,1,82758,58575
26100,1,82616,58399
26100,1,82235,58201
26100,1,83179,58992
26100,1,82861,58657
26100,13050,83847,59849
26100,13050,84064,59828
26100,13050,83920,59911
26100,13050,83952,59976
26100,13050,83916,59448
26100,13050,83398,59483
26100,13050,84164,59940
26100,13050,85373,60809
26100,13050,86304,61309
26100,13050,83765,59756
26100,13050,83627,59797
26100,13050,84882,60270
26100,13050,84100,60060
26100,13050,83978,59687
26100,13050,85286,60805
26100,13050,83511,59231
26100,13050,83060,59143
26100,13050,84580,60283
26100,13050,83917,59784
26100,13050,79075,56225
26100,13050,83649,59721
26100,13050,84612,60067
26100,13050,85148,60704
26100,13050,83692,59640
26100,13050,84055,60040
26100,13050,85526,60924
26100,13050,85037,60656
26100,13050,86538,61546
26100,13050,83766,59719
26100,13050,83996,59910
26100,13050,85159,60451
26100,13050,83055,59144
26100,13050,83771,59501
26100,13050,83542,59651
26100,13050,85158,60522
26100,13050,85100,60622
26100,13050,85630,61026
26100,13050,82920,59136
26100,13050,84616,60248
26100,13050,83347,59415
26100,13050,85413,60897
26100,13050,85342,60919
26100,13050,83828,59846
26100,13050,83731,59655
26100,13050,84128,59853
26100,13050,85844,61233
26100,13050,83684,59544
26100,13050,83846,59703
26100,13050,82651,58807
26100,13050,85512,60717
26100,26100,84497,60587
26100,26100,83441,59825
26100,26100,84040,60243
26100,26100,83647,59914
26100,26100,84485,60647
26100,26100,83454,59845
26100,26100,84243,60275
26100,26100,84501,60489
26100,26100,83407,59703
26100,26100,84289,60365
26100,26100,84245,60388
26100,26100,84828,60729
26100,26100,84305,60290
26100,26100,83813,60037
26100,26100,84103,60352
26100,26100,83557,59763
26100,26100,83189,59422
26100,26100,79355,56739
26100,26100,84366,60333
26100,26100,83933,60178
26100,26100,83942,60273
26100,26100,83410,59850
26100,26100,76213,54402
26100,26100,83886,60316
26100,26100,84119,60309
26100,26100,83806,59917
26100,26100,83938,60158
26100,26100,81458,58209
26100,26100,84269,60285
26100,26100,83902,60099
26100,26100,84642,60606
26100,26100,84163,60393
26100,26100,84148,60374
26100,26100,83332,59693
26100,26100,83863,60079
26100,26100,80763,57598
26100,26100,83641,59847
26100,26100,83992,60288
26100,26100,83975,60190
26100,26100,84026,60135
26100,26100,84958,60709
26100,26100,83308,59581
26100,26100,84100,60267
26100,26100,82653,59095
26100,26100,83751,60012
26100,26100,84111,60198
26100,26100,83591,59698
26100,26100,81950,58461
26100,26100,83913,60185
26100,26100,83617,59796
26200,1,82597,58318
26200,1,83244,58849
26200,1,83200,58795
26200,1,83251,58923
26200,1,82371,57989
26200,1,82724,58447
26200,1,82997,58743
26200,1,83065,58787
26200,1,83657,59381
26200,1,83756,59383
26200,1,83429,59111
26200,1,83275,58906
26200,1,83720,59394
26200,1,82925,58480
26200,1,82602,58364
26200,1,75482,53359
26200,1,82550,58442
26200,1,82697,58371
26200,1,82433,58261
26200,1,82968,58839
26200,1,83052,58731
26200,1,83029,58677
26200,1,83076,58788
26200,1,83272,59035
26200,1,82704,58292
26200,1,82999,58710
26200,1,83706,59324
26200,1,82639,58365
26200,1,83396,58947
26200,1,75634,53481
26200,1,83617,59280
26200,1,83756,59505
26200,1,83310,58994
26200,1,75362,53125
26200,1,83139,58771
26200,1,83177,58870
26200,1,83280,59006
26200,1,83896,59649
26200,1,83608,59349
26200,1,83629,59195
26200,1,82881,58595
26200,1,82697,58308
26200,1,83068,58686
26200,1,83262,59070
26200,1,83804,59456
26200,1,83485,59049
26200,1,83238,59077
26200,1,83590,59347
26200,1,83373,58830
26200,1,82708,58421
26200,13100,85259,60660
26200,13100,84246,60019
26200,13100,84747,60172
26200,13100,85006,60536
26200,13100,84725,60127
26200,13100,76915,54651
26200,13100,84273,60233
26200,13100,83984,59718
26200,13100,84141,59843
26200,13100,84003,59551
26200,13100,85656,60981
26200,13100,83172,59155
26200,13100,86936,61824
26200,13100,84238,60145
26200,13100,84812,60448
26200,13100,86365,61263
26200,13100,85102,60481
26200,13100,83100,59195
26200,13100,84120,59916
26200,13100,83206,59189
26200,13100,86269,61434
26200,13100,83968,59825
26200,13100,83864,59805
26200,13100,83937,59808
26200,13100,83652,59598
26200,13100,75853,53618
26200,13100,85929,61111
26200,13100,85158,60604
26200,13100,85557,61233
26200,13100,84946,60664
26200,13100,85329,60944
26200,13100,82661,58870
26200,13100,85702,60887
26200,13100,85419,60930
26200,13100,84536,60187
26200,13100,83584,59368
26200,13100,85733,61059
26200,13100,85064,60711
26200,13100,85899,61060
26200,13100,83709,59669
26200,13100,83581,59581
26200,13100,86031,61264
26200,13100,83326,59264
26200,13100,85707,61020
26200,13100,83195,59178
26200,13100,77518,55109
26200,13100,84484,60175
26200,13100,83514,59631
26200,13100,85673,61173
26200,13100,84789,60463
26200,26200,84702,60645
26200,26200,82439,58752
26200,26200,84662,60734
26200,26200,84189,60345
26200,26200,84456,60359
26200,26200,81659,58289
26200,26200,75903,54327
26200,26200,82833,59471
26200,26200,84320,60183
26200,26200,84387,60317
26200,26200,83733,60007
26200,26200,82251,58927
26200,26200,83687,60152
26200,26200,83875,59941
26200,26200,79171,56501
26200,26200,84712,60612
26200,26200,84640,60761
26200,26200,83964,60252
26200,26200,84957,60868
26200,26200,84103,60112
26200,26200,84533,60453
26200,26200,83807,60018
26200,26200,83627,59900
26200,26200,83878,60073
26200,26200,84613,60432
26200,26200,84496,60388
26200,26200,83897,60044
26200,26200,84535,60555
26200,26200,84842,60701
26200,26200,84084,60247
26200,26200,83528,59876
26200,26200,84759,60841
26200,26200,84782,60734
26200,26200,84369,60395
26200,26200,83995,59981
26200,26200,84219,60380
26200,26200,83712,60008
26200,26200,84522,60533
26200,26200,82453,58912
26200,26200,84270,60434
26200,26200,83775,60014
26200,26200,84227,60552
26200,26200,84810,60816
26200,26200,84025,60111
26200,26200,83570,59681
26200,26200,84482,60270
26200,26200,84973,60747
26200,26200,83073,59242
26200,26200,83717,59884
26200,26200,83542,59827
26300,1,83867,59366
26300,1,82784,58416
26300,1,83469,59066
26300,1,83596,59037
26300,1,83473,59019
26300,1,83934,59490
26300,1,83190,58590
26300,1,83668,59230
26300,1,83488,59056
26300,1,82831,58527
26300,1,83442,59104
26300,1,81821,57834
26300,1,83481,59181
26300,1,83620,59170
26300,1,83500,59125
26300,1,83618,59303
26300,1,83978,59500
26300,1,83609,59147
26300,1,83464,59237
26300,1,82786,58462
26300,1,84213,59823
26300,1,83126,58854
26300,1,82791,58456
26300,1,83474,59247
26300,1,81853,57636
26300,1,83213,58788
26300,1,83517,59063
26300,1,82903,58708
26300,1,83779,59359
26300,1,83047,58699
26300,1,83830,59305
26300,1,83154,58843
26300,1,83578,59143
26300,1,83046,58657
26300,1,83776,59292
26300,1,82299,58142
26300,1,84066,59523
26300,1,83632,59100
26300,1,83332,59023
26300,1,84109,59571
26300,1,82997,58756
26300,1,82755,58388
26300,1,83528,59113
26300,1,83727,59238
26300,1,83469,59023
26300,1,83145,58716
26300,1,83062,58542
26300,1,84274,59798
26300,1,83529,59212
26300,1,83606,59254
26300,13150,84196,60047
26300,13150,85164,60602
26300,13150,84817,59946
26300,13150,84294,60074
26300,13150,86416,61567
26300,13150,84412,60144
26300,13150,86078,61268
26300,13150,82212,58588
26300,13150,84992,60631
26300,13150,83834,59658
26300,13150,82419,58810
26300,13150,85436,60897
26300,13150,84552,60404
26300,13150,83753,59707
26300,13150,84602,60266
26300,13150,84131,59934
26300,13150,77998,55335
26300,13150,85565,61079
26300,13150,84340,60016
26300,13150,84643,60511
26300,13150,84268,60103
26300,13150,84582,60374
26300,13150,84661,60093
26300,13150,84227,59843
26300,13150,83817,59669
26300,13150,84977,60395
26300,13150,86076,61251
26300,13150,82991,59027
26300,13150,85360,60846
26300,13150,84728,60485
26300,13150,86048,61309
26300,13150,86467,61361
26300,13150,86280,61454
26300,13150,85899,61191
26300,13150,85618,61015
26300,13150,84734,60301
26300,13150,85783,61067
26300,13150,83926,59749
26300,13150,86650,61564
26300,13150,84698,60326
26300,13150,80381,57146
26300,13150,84881,60060
26300,13150,85357,60934
26300,13150,86565,61545
26300,13150,84337,59866
26300,13150,84978,60344
26300,13150,82806,58898
26300,13150,84845,60417
26300,13150,84160,59884
26300,13150,84106,59730
26300,26300,84219,60404
26300,26300,83107,59529
26300,26300,84647,60654
26300,26300,85663,61312
26300,26300,84177,60391
26300,26300,84876,61020
26300,26300,85115,61079
26300,26300,83998,60120
26300,26300,84336,60510
26300,26300,84889,60908
26300,26300,84787,60876
26300,26300,84299,60180
26300,26300,84742,60741
26300,26300,84467,60433
26300,26300,83685,59999
26300,26300,85073,60952
26300,26300,84559,60502
26300,26300,84352,60510
26300,26300,84625,60782
26300,26300,84587,60787
26300,26300,84165,60177
26300,26300,84131,60275
26300,26300,84222,60449
26300,26300,84748,60644
26300,26300,84543,60481
26300,26300,84621,60445
26300,26300,84651,60593
26300,26300,84183,60271
26300,26300,84986,60840
26300,26300,84905,60971
26300,26300,84171,60145
26300,26300,84979,60775
26300,26300,83046,59428
26300,26300,84784,60643
26300,26300,84998,60786
26300,26300,84284,60349
26300,26300,85220,61080
26300,26300,84261,60381
26300,26300,85195,61085
26300,26300,84606,60562
26300,26300,82919,59159
26300,26300,83909,60123
26300,26300,80373,57445
26300,26300,84079,60342
26300,26300,85006,60686
26300,26300,84502,60550
26300,26300,84636,60490
26300,26300,76754,54824
26300,26300,84495,60345
26300,26300,84031,60242
26400,1,84022,59489
26400,1,83981,59585
26400,1,83402,58971
26400,1,83896,59326
26400,1,83953,59413
26400,1,84262,59650
26400,1,83792,59387
26400,1,83854,59352
26400,1,83556,58981
26400,1,83457,58982
26400,1,83562,59156
26400,1,84274,59673
26400,1,83732,59060
26400,1,82993,58765
26400,1,83858,59291
26400,1,83501,59083
26400,1,84091,59527
26400,1,84076,59485
26400,1,84232,59679
26400,1,83764,59324
26400,1,83728,59124
26400,1,84171,59663
26400,1,83607,59009
26400,1,83818,59325
26400,1,84079,59531
26400,1,84510,59869
26400,1,82602,58338
26400,1,83475,58898
26400,1,83698,59214
26400,1,83832,59344
26400,1,83261,58874
26400,1,84361,59900
26400,1,83636,59165
26400,1,83761,59309
26400,1,83389,58915
26400,1,84405,59782
26400,1,83832,59306
26400,1,84454,59948
26400,1,83467,58908
26400,1,83450,59062
26400,1,83699,59163
26400,1,84203,59721
26400,1,75670,53344
26400,1,83272,58738
26400,1,84949,60439
26400,1,84582,59983
26400,1,84551,60024
26400,1,83482,59199
26400,1,84380,59870
26400,1,83383,58865
26400,13200,86029,61238
26400,13200,86888,61697
26400,13200,84883,60768
26400,13200,86832,61569
26400,13200,84467,60212
26400,13200,84859,60320
26400,13200,85043,60686
26400,13200,86003,61121
26400,13200,84430,60148
26400,13200,84253,59916
26400,13200,84591,60249
26400,13200,84913,60575
26400,13200,83931,59728
26400,13200,42842,30415
26400,13200,85162,60559
26400,13200,85858,61017
26400,13200,87258,62028
26400,13200,86289,61513
26400,13200,85158,60482
26400,13200,85989,61147
26400,13200,86766,61605
26400,13200,87166,62039
26400,13200,86058,60936
26400,13200,84783,60483
26400,13200,87011,61972
26400,13200,83743,59638
26400,13200,87304,61744
26400,13200,86531,61730
26400,13200,83961,59670
26400,13200,86427,61538
26400,13200,86192,61477
26400,13200,85346,60649
26400,13200,86763,61855
26400,13200,83617,59486
26400,13200,85081,60663
26400,13200,84937,60443
26400,13200,84785,60426
26400,13200,86288,61638
26400,13200,82749,58814
26400,13200,85004,60445
26400,13200,86355,61288
26400,13200,84580,60167
26400,13200,86189,61331
26400,13200,84558,60432
26400,13200,86630,61478
26400,13200,86632,61510
26400,13200,86354,61502
26400,13200,84773,60427
26400,13200,85532,60931
26400,13200,85641,60928
26400,26400,84148,60266
26400,26400,85153,60968
26400,26400,84783,60944
26400,26400,84195,60203
26400,26400,84483,60552
26400,26400,85647,61296
26400,26400,86023,61504
26400,26400,85258,60974
26400,26400,85040,60998
26400,26400,78338,55852
26400,26400,84766,60725
26400,26400,85481,61178
26400,26400,81798,58360
26400,26400,85855,61465
26400,26400,85540,61418
26400,26400,84765,60716
26400,26400,84594,60675
26400,26400,83162,59585
26400,26400,85224,61041
26400,26400,85286,61211
26400,26400,85393,61188
26400,26400,83026,59561
26400,26400,85434,61172
26400,26400,84997,60932
26400,26400,84368,60390
26400,26400,85178,60997
26400,26400,85061,61217
26400,26400,84294,60228
26400,26400,81558,58359
26400,26400,83932,60080
26400,26400,84609,60551
26400,26400,85355,61219
26400,26400,85112,61022
26400,26400,84898,60816
26400,26400,85616,61262
26400,26400,84909,60768
26400,26400,83378,59626
26400,26400,84956,60994
26400,26400,85544,61439
26400,26400,84778,60850
26400,26400,84658,60798
26400,26400,83586,59945
26400,26400,84901,60762
26400,26400,84575,60570
26400,26400,85100,60899
26400,26400,82876,59253
26400,26400,85228,61041
26400,26400,85038,60860
26400,26400,85050,60973
26400,26400,84883,60800
26500,1,84350,59718
26500,1,83314,58751
26500,1,84080,59509
26500,1,84732,60063
26500,1,84015,59495
26500,1,83975,59242
26500,1,84304,59845
26500,1,84635,59876
26500,1,84629,59941
26500,1,84089,59599
26500,1,84389,59670
26500,1,84326,59771
26500,1,83821,59191
26500,1,84371,59794
26500,1,84654,60038
26500,1,84416,59843
26500,1,81533,57440
26500,1,84134,59538
26500,1,84003,59458
26500,1,84300,59652
26500,1,76533,54107
26500,1,76276,53728
26500,1,84379,59726
26500,1,83951,59343
26500,1,85109,60476
26500,1,84184,59575
26500,1,83855,59099
26500,1,83842,59424
26500,1,84473,59868
26500,1,83967,59418
26500,1,84175,59469
26500,1,84047,59382
26500,1,83925,59482
26500,1,84354,59677
26500,1,84893,60047
26500,1,83560,59110
26500,1,84127,59363
26500,1,85172,60521
26500,1,84270,59728
26500,1,83746,59165
26500,1,84479,59847
26500,1,84197,59646
26500,1,84356,59701
26500,1,83936,59511
26500,1,83758,59146
26500,1,83809,59149
26500,1,84837,60297
26500,1,83310,58820
26500,1,84872,60228
26500,1,83777,59127
26500,13250,85003,60530
26500,13250,87205,61980
26500,13250,86915,61765
26500,13250,87478,62102
26500,13250,85199,60766
26500,13250,85212,60863
26500,13250,86480,61416
26500,13250,85349,60669
26500,13250,85496,60475
26500,13250,87527,62395
26500,13250,81799,58129
26500,13250,86201,61503
26500,13250,84968,60689
26500,13250,85294,60685
26500,13250,86621,61563
26500,13250,85528,60968
26500,13250,85165,60810
26500,13250,84100,59881
26500,13250,87344,62204
26500,13250,85640,61037
26500,13250,84494,60270
26500,13250,85124,60683
26500,13250,84184,59964
26500,13250,85612,60947
26500,13250,87264,62222
26500,13250,85618,61140
26500,13250,85486,61014
26500,13250,84559,60318
26500,13250,86344,61355
26500,13250,85333,60808
26500,13250,87914,62649
26500,13250,84696,60400
26500,13250,87407,62259
26500,13250,84981,60544
26500,13250,85465,60860
26500,13250,86506,61717
26500,13250,87570,62494
26500,13250,86537,61728
26500,13250,84746,60406
26500,13250,87951,62514
26500,13250,87393,62057
26500,13250,86533,61717
26500,13250,85289,60782
26500,13250,84605,60069
26500,13250,87038,62023
26500,13250,84932,60575
26500,13250,42877,30460
26500,13250,85436,60833
26500,13250,85062,60470
26500,13250,84666,60457
26500,26500,85185,61120
26500,26500,85234,60999
26500,26500,84281,60241
26500,26500,86016,61887
26500,26500,85304,61009
26500,26500,85459,61051
26500,26500,85362,60946
26500,26500,85347,61030
26500,26500,86326,61665
26500,26500,85546,61330
26500,26500,84844,60717
26500,26500,77297,55291
26500,26500,84710,60775
26500,26500,85589,61415
26500,26500,84983,60627
26500,26500,84970,60991
26500,26500,85762,61426
26500,26500,75003,53420
26500,26500,85600,61252
26500,26500,84634,60670
26500,26500,84655,60665
26500,26500,85022,60821
26500,26500,84972,60941
26500,26500,85358,61068
26500,26500,85357,61036
26500,26500,85981,61574
26500,26500,85453,61266
26500,26500,84887,60689
26500,26500,85365,61077
26500,26500,84945,60814
26500,26500,84892,60859
26500,26500,85064,60899
26500,26500,83941,60142
26500,26500,85081,61020
26500,26500,84574,60394
26500,26500,85580,61196
26500,26500,84541,60660
26500,26500,85063,60845
26500,26500,85241,60932
26500,26500,85622,61299
26500,26500,81281,58165
26500,26500,85378,61203
26500,26500,84349,60433
26500,26500,83114,59386
26500,26500,83808,59966
26500,26500,85728,61276
26500,26500,86012,61477
26500,26500,83798,60034
26500,26500,85406,61346
26500,26500,85682,61342
26600,1,84394,59784
26600,1,76621,54159
26600,1,84669,59970
26600,1,83627,59030
26600,1,84017,59274
26600,1,83949,59381
26600,1,84752,59980
26600,1,83886,59338
26600,1,84715,60014
26600,1,85308,60579
26600,1,84234,59534
26600,1,84807,60091
26600,1,84062,59309
26600,1,84195,59440
26600,1,84674,59977
26600,1,84457,59660
26600,1,84771,60076
26600,1,83978,59328
26600,1,84360,59726
26600,1,83871,59195
26600,1,84848,60220
26600,1,84719,59890
26600,1,84489,59803
26600,1,83986,59381
26600,1,84853,60088
26600,1,84589,59652
26600,1,83967,59151
26600,1,83846,59238
26600,1,84086,59430
26600,1,84247,59460
26600,1,84515,59738
26600,1,84579,59766
26600,1,82965,58602
26600,1,84642,59985
26600,1,84685,59960
26600,1,84355,59744
26600,1,84371,59645
26600,1,84227,59510
26600,1,84706,60022
26600,1,84953,60332
26600,1,84414,59783
26600,1,84239,59637
26600,1,83834,59319
26600,1,84774,59873
26600,1,84554,59903
26600,1,84638,59980
26600,1,84301,59576
26600,1,84334,59637
26600,1,84806,60003
26600,1,84212,59430
26600,13300,85355,61036
26600,13300,83798,59429
26600,13300,84003,59711
26600,13300,87642,62442
26600,13300,85911,61200
26600,13300,84388,60016
26600,13300,86889,61907
26600,13300,86626,61530
26600,13300,87078,62011
26600,13300,87489,62275
26600,13300,84696,60310
26600,13300,86457,61408
26600,13300,84236,59930
26600,13300,86567,61508
26600,13300,85279,60967
26600,13300,87637,62297
26600,13300,79836,56656
26600,13300,85563,60978
26600,13300,87383,62039
26600,13300,81215,57848
26600,13300,86918,62004
26600,13300,84972,60648
26600,13300,43563,31011
26600,13300,85588,60890
26600,13300,83563,59486
26600,13300,85362,60570
26600,13300,87583,62385
26600,13300,86032,61227
26600,13300,86499,61547
26600,13300,83782,59526
26600,13300,85765,60940
26600,13300,86634,61723
26600,13300,85136,60727
26600,13300,85113,60541
26600,13300,84763,60425
26600,13300,87317,61994
26600,13300,85258,60653
26600,13300,85716,60873
26600,13300,84534,59848
26600,13300,86927,61789
26600,13300,83366,59437
26600,13300,87561,62510
26600,13300,85676,61085
26600,13300,86171,61259
26600,13300,85009,60505
26600,13300,85065,60594
26600,13300,85159,60566
26600,13300,86205,61261
26600,13300,84759,60509
26600,13300,85374,60854
26600,26600,85176,61134
26600,26600,85753,61619
26600,26600,86246,61739
26600,26600,86161,61610
26600,26600,84982,60814
26600,26600,84355,60263
26600,26600,85923,61528
26600,26600,77266,55371
26600,26600,85570,61213
26600,26600,85888,61499
26600,26600,85448,61282
26600,26600,85807,61469
26600,26600,85308,61209
26600,26600,84562,60452
26600,26600,86017,61653
26600,26600,83434,59602
26600,26600,85585,61281
26600,26600,84883,60764
26600,26600,85920,61429
26600,26600,86103,61591
26600,26600,85231,60968
26600,26600,86183,61622
26600,26600,85701,61383
26600,26600,85695,61400
26600,26600,86405,61721
26600,26600,84502,60454
26600,26600,85782,61473
26600,26600,81279,57849
26600,26600,86263,61764
26600,26600,85716,61294
26600,26600,85943,61532
26600,26600,85095,60944
26600,26600,85963,61592
26600,26600,85980,61698
26600,26600,85372,61231
26600,26600,85988,61609
26600,26600,85714,61464
26600,26600,85811,61522
26600,26600,86230,61766
26600,26600,85568,61350
26600,26600,85096,60738
26600,26600,82942,59170
26600,26600,86205,61641
26600,26600,85969,61479
26600,26600,85820,61471
26600,26600,85973,61435
26600,26600,83596,59808
26600,26600,85350,61323
26600,26600,86079,61587
26600,26600,85926,61689
26700,1,85396,60619
26700,1,84626,59845
26700,1,84759,59978
26700,1,84763,59980
26700,1,84388,59671
26700,1,83643,59081
26700,1,84852,59996
26700,1,84280,59410
26700,1,84856,59946
26700,1,84600,59840
26700,1,84891,60232
26700,1,84897,59956
26700,1,83998,59295
26700,1,85150,60311
26700,1,84551,59876
26700,1,85168,60333
26700,1,85208,60465
26700,1,84684,60020
26700,1,84361,59608
26700,1,85085,60131
26700,1,85017,60280
26700,1,85279,60469
26700,1,84620,59811
26700,1,85042,60030
26700,1,84821,60010
26700,1,84855,59971
26700,1,85164,60333
26700,1,85074,60254
26700,1,84984,60078
26700,1,84182,59438
26700,1,84999,60279
26700,1,84493,59781
26700,1,85388,60493
26700,1,83541,59053
26700,1,84981,60062
26700,1,85224,60505
26700,1,85083,60241
26700,1,84941,60266
26700,1,85124,60272
26700,1,83994,59330
26700,1,84625,59871
26700,1,84995,60130
26700,1,84425,59488
26700,1,85387,60574
26700,1,84464,59655
26700,1,84492,59765
26700,1,84821,59963
26700,1,84596,59780
26700,1,85148,60443
26700,1,84902,60204
26700,13350,86950,61943
26700,13350,86875,61744
26700,13350,85228,60486
26700,13350,86356,61468
26700,13350,85919,61155
26700,13350,88014,62627
26700,13350,85238,60639
26700,13350,87450,62217
26700,13350,88093,62634
26700,13350,85609,60960
26700,13350,43295,30729
26700,13350,87456,62322
26700,13350,86473,61703
26700,13350,85119,60660
26700,13350,84916,60394
26700,13350,85058,60539
26700,13350,85583,61106
26700,13350,84666,60315
26700,13350,85959,61383
